Document Link,title
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=485693&type=FORM_FILLED_PDF,MAPLE HILL LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=485602&type=FORM_FILLED_PDF,NEWTON COUNTY - LOWER RIVER ROAD MSWLF
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=485562&type=FORM_FILLED_PDF,BROADHURST ENVIRONMENTAL LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=485544&type=FORM_FILLED_PDF,ATKINSON CO - SR 50 MSWL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=485512&type=FORM_FILLED_PDF,DEAN FOREST LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=485485&type=FORM_FILLED_PDF,CAIRO MUNICIPAL SOLID WASTE LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=485125&type=FORM_FILLED_PDF,TOOMBS COUNTY LANDFILL - OPERATOR CERT. #796
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=485033&type=FORM_FILLED_PDF,CLAYTON CO-SR 3 LOVEJOY SITE # 3
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=485005&type=FORM_FILLED_PDF,AUGUSTA-RICHMOND COUNTY SOLID WASTE
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484912&type=FORM_FILLED_PDF,APPLING COUNTY ROARING CREEK LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484906&type=FORM_FILLED_PDF,UWL/RICHLAND CREEK ROAD SANITARY LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484897&type=FORM_FILLED_PDF,HIGHWAY 78 C & D LANDFILLS
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484678&type=FORM_FILLED_PDF,LAFAYETTE-COFFMAN SPRINGS RD (L)
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484641&type=FORM_FILLED_PDF,ATHENS CLARKE COUNTY LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484607&type=FORM_FILLED_PDF,HABERSHAM SOLID WASTE DEPARTMENT
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484518&type=FORM_FILLED_PDF,"ADVANCED DISPOSAL DBA EVERGREEN LANDFILL, INC."
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484461&type=FORM_FILLED_PDF,WALKER CO - MARBLE TOP RD SITE 2 MSWL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484411&type=FORM_FILLED_PDF,WHITFIELD CO - DWRSWA OLD DIXIE HWY BALED CARPET
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484388&type=FORM_FILLED_PDF,OLD DIXIE SANITARY LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484314&type=FORM_FILLED_PDF,STRICKLAND LOOP MSWL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484118&type=FORM_FILLED_PDF,REPUBLIC SERVICES - PINE RIDGE RECYCLING (MSWL)
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484102&type=FORM_FILLED_PDF,BARTOW COUNTY BOARD OF COMMISSIONERS
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484094&type=FORM_FILLED_PDF,"GAINESVILLE WASTE & RECYCLING, LLC"
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484059&type=FORM_FILLED_PDF,COOK COUNTY LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484054&type=FORM_FILLED_PDF,COOK CO. - C.R. 216 CONSTRUCTION/DEMOLITION LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=484000&type=FORM_FILLED_PDF,PINE BLUFF LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483973&type=FORM_FILLED_PDF,TURKEY RUN MUNICIPAL SOLID WASTE LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483967&type=FORM_FILLED_PDF,CARUTHERS MILL C&D LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483942&type=FORM_FILLED_PDF,SPALDING CO -GRIFFIN SHOAL CREEK RD PH 3 CONSTRUCTION/DEMOLITION LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483937&type=FORM_FILLED_PDF,CHADWICK ROAD LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483889&type=FORM_FILLED_PDF,WALTON C&D LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483738&type=FORM_FILLED_PDF,CHEROKEE CONSTRUCTION & DEMOLITION LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483694&type=FORM_FILLED_PDF,CRISP COUNTY US 41S MSW LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483607&type=FORM_FILLED_PDF,FT GORDON
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483605&type=FORM_FILLED_PDF,"SAMPLE & SON, INC."
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483528&type=FORM_FILLED_PDF,CITY OF LAGRANGE LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483527&type=FORM_FILLED_PDF,MACON WALKER ROAD MSW LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483312&type=FORM_FILLED_PDF,US ARMY-FT STEWART MAIN CANTONMENT (L)
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483299&type=FORM_FILLED_PDF,US ARMY - FT STEWART MAIN CANTONMENT (SL)
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483287&type=FORM_FILLED_PDF,FLOYD CO - ROME WALKER MTN RD C/D LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483261&type=FORM_FILLED_PDF,WALKER MOUNTAIN ROAD
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483206&type=FORM_FILLED_PDF,"WI TAYLOR COUNTY DISPOSAL, LLC"
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483178&type=FORM_FILLED_PDF,JEFFERSON COUNTY MSWL CR 138 WASTE MANAGEMENT FACILITY
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483146&type=FORM_FILLED_PDF,GORDON CO - REDBONE RIDGES RD (SL)
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483071&type=FORM_FILLED_PDF,REPUBLIC WASTE - OAK GROVE SR 324
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=483030&type=FORM_FILLED_PDF,DOUGLAS CO-CEDAR MT/WORTHAN RD PH 1 (SL)
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=482993&type=FORM_FILLED_PDF,GFL ENVIRONMENTAL/SAFEGUARD LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=482952&type=FORM_FILLED_PDF,PATRICK INERT LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=482857&type=FORM_FILLED_PDF,"CHESSER ISLAND ROAD LANDFILL, INC. MSWL"
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=482856&type=FORM_FILLED_PDF,HOUSTON COUNTY LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=482848&type=FORM_FILLED_PDF,HOUSTON CO - SR247 KLONDIKE C/D LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=480660&type=FORM_FILLED_PDF,PAULDING COUNTY MSWL & TRANSFER STATION
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=480121&type=FORM_FILLED_PDF,NEWTON COUNTY - LOWER RIVER ROAD MSWLF
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=477215&type=FORM_FILLED_PDF,"GAINESVILLE WASTE & RECYCLING, LLC"
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=470929&type=FORM_FILLED_PDF,CAIRO MUNICIPAL SOLID WASTE LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=470640&type=FORM_FILLED_PDF,"FITZGERALD, KIOCHEE CHURCH RD, PH.2"
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=468650&type=FORM_FILLED_PDF,EVANS COUNTY LITTLE BULL CREEK C&D LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=465239&type=FORM_FILLED_PDF,STRICKLAND LOOP MSWL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=465007&type=FORM_FILLED_PDF,MCINTOSH COUNTY - KING ROAD MSWLF
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=465006&type=FORM_FILLED_PDF,MCINTOSH COUNTY - KING ROAD MSWLF
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=464412&type=FORM_FILLED_PDF,MCINTOSH COUNTY - KING ROAD MSWLF
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=464390&type=FORM_FILLED_PDF,PINE BLUFF LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=464382&type=FORM_FILLED_PDF,APPLING COUNTY ROARING CREEK LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=463854&type=FORM_FILLED_PDF,AUGUSTA-RICHMOND COUNTY SOLID WASTE
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=463687&type=FORM_FILLED_PDF,HALL CO - CANDLER RD (SR 60)
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=463424&type=FORM_FILLED_PDF,APPLING COUNTY ROARING CREEK LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=463380&type=FORM_FILLED_PDF,SPALDING CO -GRIFFIN SHOAL CREEK RD PH 3 CONSTRUCTION/DEMOLITION LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=463296&type=FORM_FILLED_PDF,TOOMBS CO - S1898 CONSTRUCTION/DEMOLITION LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=463251&type=FORM_FILLED_PDF,TOOMBS COUNTY LANDFILL - OPERATOR CERT. #796
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=463240&type=FORM_FILLED_PDF,PINE BLUFF LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=463216&type=FORM_FILLED_PDF,PINE BLUFF LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=463096&type=FORM_FILLED_PDF,"ADVANCED DISPOSAL DBA EVERGREEN LANDFILL, INC."
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=462784&type=FORM_FILLED_PDF,MACON CO. - MIDDLE GA SWMA REGIONAL MSWL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=462396&type=FORM_FILLED_PDF,FT GORDON
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=462262&type=FORM_FILLED_PDF,"WOLF CREEK LANDFILL, LLC"
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=462151&type=FORM_FILLED_PDF,MURRAY COUNTY LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=461206&type=FORM_FILLED_PDF,CANDLER COUNTY BOC LANDFILL DBA CANDLER COUNTY LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=460911&type=FORM_FILLED_PDF,CLAYTON CO-SR 3 LOVEJOY SITE # 3
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=460860&type=FORM_FILLED_PDF,CARUTHERS MILL C&D LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=460492&type=FORM_FILLED_PDF,COLUMBUS CONSOLIDATED GOVERNMENT PINE GROVE LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=460353&type=FORM_FILLED_PDF,ATKINSON CO - SR 50 MSWL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=460294&type=FORM_FILLED_PDF,GFL ENVIRONMENTAL - EAGLE POINT LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459944&type=FORM_FILLED_PDF,OGLETHORPE COUNTY CONSTRUCTION & DEMOLITION LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459934&type=FORM_FILLED_PDF,OGLETHORPE COUNTY CONSTRUCTION & DEMOLITION LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459928&type=FORM_FILLED_PDF,OGLETHORPE COUNTY CONSTRUCTION & DEMOLITION LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459894&type=FORM_FILLED_PDF,"STEPHENS MDS, LP PROCESSING FACILITY"
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459805&type=FORM_FILLED_PDF,RABUN COUNTY - BOGGS MOUNTAIN ROAD C&D LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459638&type=FORM_FILLED_PDF,OGLETHORPE COUNTY CONSTRUCTION & DEMOLITION LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459565&type=FORM_FILLED_PDF,THOMAS CO - THOMASVILLE/SUNSET DR PH 3 C/D LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459468&type=FORM_FILLED_PDF,JENKINS COUNTY TRANSFER STATION
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459210&type=FORM_FILLED_PDF,BROADHURST ENVIRONMENTAL LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459145&type=FORM_FILLED_PDF,CAMDEN COUNTY SOLID WASTE DEPARTMENT
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459143&type=FORM_FILLED_PDF,CAMDEN CO-SR110 MSWL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459112&type=FORM_FILLED_PDF,UWL/RICHLAND CREEK ROAD SANITARY LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459093&type=FORM_FILLED_PDF,TROUP COUNTY C&D LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459034&type=FORM_FILLED_PDF,REPUBLIC SERVICES - PINE RIDGE RECYCLING (MSWL)
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=459015&type=FORM_FILLED_PDF,REPUBLIC WASTE - OAK GROVE SR 324
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458999&type=FORM_FILLED_PDF,HIGHWAY 78 C & D LANDFILLS
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458947&type=FORM_FILLED_PDF,ATHENS CLARKE COUNTY LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458792&type=FORM_FILLED_PDF,WALKER CO - MARBLE TOP RD SITE 2 MSWL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458741&type=FORM_FILLED_PDF,DOUGHERTY COUNTY FLEMING/GAISSERT RD MSW LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458714&type=FORM_FILLED_PDF,FRANKLIN COUNTY - SR 51 CONSTRUCTION/DEMOLITION LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458712&type=FORM_FILLED_PDF,WALTON C&D LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458654&type=FORM_FILLED_PDF,BARTOW COUNTY BOARD OF COMMISSIONERS
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458580&type=FORM_FILLED_PDF,LAMAR COUNTY REGIONAL SOLID WASTE AUTHORITY
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458351&type=FORM_FILLED_PDF,LAFAYETTE-COFFMAN SPRINGS RD (L)
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458187&type=FORM_FILLED_PDF,CRISP COUNTY US 41S MSW LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458155&type=FORM_FILLED_PDF,PATRICK INERT LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458112&type=FORM_FILLED_PDF,WHITFIELD CO - DWRSWA OLD DIXIE HWY BALED CARPET
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458095&type=FORM_FILLED_PDF,OLD DIXIE SANITARY LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458068&type=FORM_FILLED_PDF,COOK CO. - C.R. 216 CONSTRUCTION/DEMOLITION LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458066&type=FORM_FILLED_PDF,COOK COUNTY LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458056&type=FORM_FILLED_PDF,MACON WALKER ROAD MSW LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=458036&type=FORM_FILLED_PDF,"SAMPLE & SON, INC."
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457698&type=FORM_FILLED_PDF,HABERSHAM SOLID WASTE DEPARTMENT
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457638&type=FORM_FILLED_PDF,FLOYD CO - ROME WALKER MTN RD C/D LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457626&type=FORM_FILLED_PDF,WALKER MOUNTAIN ROAD
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457609&type=FORM_FILLED_PDF,CHEROKEE CONSTRUCTION & DEMOLITION LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457607&type=FORM_FILLED_PDF,TELFAIR COUNTY LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457472&type=FORM_FILLED_PDF,"WI TAYLOR COUNTY DISPOSAL, LLC"
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457465&type=FORM_FILLED_PDF,"CHESSER ISLAND ROAD LANDFILL, INC. MSWL"
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457454&type=FORM_FILLED_PDF,CITY OF LAGRANGE LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457377&type=FORM_FILLED_PDF,GFL ENVIRONMENTAL/SAFEGUARD LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457280&type=FORM_FILLED_PDF,DECATUR COUNTY SOLID WASTE FACILITY
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457260&type=FORM_FILLED_PDF,DOUGLAS CO-CEDAR MT/WORTHAN RD PH 1 (SL)
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457256&type=FORM_FILLED_PDF,US ARMY-FT STEWART MAIN CANTONMENT (L)
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457254&type=FORM_FILLED_PDF,US ARMY - FT STEWART MAIN CANTONMENT (SL)
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457252&type=FORM_FILLED_PDF,JEFFERSON COUNTY MSWL CR 138 WASTE MANAGEMENT FACILITY
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457187&type=FORM_FILLED_PDF,HOUSTON COUNTY LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457179&type=FORM_FILLED_PDF,HOUSTON CO - SR247 KLONDIKE C/D LANDFILL
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457121&type=FORM_FILLED_PDF,R&B LANDFILL (SITE 2)
https://geos.epd.georgia.gov/GA/GEOS/Public/EnSuite/Shared/pages/util/StreamDoc.ashx?id=2148&subFormId=457118&type=FORM_FILLED_PDF,RTS LANDFILL
